"Share of RES in total generation (%)","8.63","3.33","18.69","0.28","0.07","7.87"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.83","9.48","32.69","7.06","16.80","19.51"
