"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","6.71","25.99","40.62","73.37","22.21","4.42"
"SR GRID","0.00","6.71","25.99","40.62","73.37","22.21","B. Frequency Profile (%)4.42"
