"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","6.3","12.9","6.3","92.0","1.7"
"SR GRID","0.0","0.0","2.1","8.1","2.1","96.0","1.9"
