"","NR","WR","SR","ER","NER"
"Schedule(MU)","76.4","-60.9","38.4","-60.2","6.6"
"Actual(MU)","69.6","-62.1","37.5","-56.2","9.8"
"O/D/U/D(MU)","-6.8","-1.2","-0.9","4.0","3.2"
