"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.6","1.9","0.3","2.6","80.0","17.5"
"SR GRID","0.0","0.2","4.6","8.4","4.8","86.4","8.8"
