"Share of RES in total generation (%)","8.79","6.74","16.40","0.19","0.08","8.57"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.97","10.63","27.32","6.66","12.79","19.54"
