"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.61","1.39","14.21","16.22","71.70","12.08"
"SR GRID","0.00","0.00","0.50","5.70","6.20","78.70","15.20"
