"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4896","0","105.5","31.6","-0.9","122","0.0"
"","Haryana","6129","0","111.8","68.2","1.2","252","0.0"
"","Rajasthan","10922","0","208.3","73.1","4.3","477","0.4"
"","Delhi","3554","0","58.4","46.1","-1.1","185","0.0"
"","UP","14386","0","274.5","96.2","0.0","492","0.0"
"","Uttarakhand","1869","0","33.5","25.9","-0.4","141","0.0"
"","HP","1416","0","25.1","21.7","-0.2","145","0.0"
"","J&K","2831","420","44.4","40.9","-0.6","729","9.2"
"","Chandigarh","184","0","2.9","3.0","-0.1","21","0.0"
"WR","Chhattisgarh","3205","0","72.1","12.5","0.0","45","0.0"
"","Gujarat","13694","0","293.9","115.9","3.8","399","0.0"
"","MP","9633","0","183.7","98.9","-2.0","299","0.0"
"","Maharashtra","19941","0","409.9","119.1","1.5","613","0.0"
"","Goa","449","0","9.9","7.9","1.6","35","0.0"
"","DD","295","0","6.8","6.4","0.3","42","0.0"
"","DNH","739","0","17.3","16.7","0.6","53","0.0"
"","Essar steel","576","0","11.6","11.3","0.3","195","0.0"
"SR","Andhra Pradesh","8703","0","173.2","51.3","0.1","629","0.1"
"","Telangana","9309","0","194.4","92.4","-0.3","327","0.1"
"","Karnataka","9321","0","203.7","90.2","-1.2","514","0.1"
"","Kerala","3391","0","65.8","55.3","1.2","230","0.0"
"","Tamil Nadu","12510","0","284.5","163.7","0.8","475","0.1"
"","Pondy","301","0","6.5","6.9","-0.4","22","0.0"
"ER","Bihar","4202","0","68.4","61.6","0.3","220","0.0"
"","DVC","3072","0","69.0","-49.3","-1.1","220","0.0"
"","Jharkhand","1102","0","22.1","15.4","0.7","48","0.0"
"","Odisha","4044","0","76.2","38.0","2.9","225","0.0"
"","West Bengal","6348","0","115.7","17.2","1.5","225","0.0"
"","Sikkim","84","0","1.2","1.5","-0.3","12","0.0"
"NER","Arunachal Pradesh","109","3","1.9","1.8","0.1","79","0.1"
"","Assam","1340","19","22.3","18.4","0.9","100","0.3"
"","Manipur","182","2","2.4","2.6","-0.3","12","0.0"
"","Meghalaya","310","1","5.5","3.4","0.1","52","0.0"
"","Mizoram","84","2","1.3","0.7","-0.1","28","0.0"
"","Nagaland","126","4","2.0","1.8","0.1","66","0.1"
"","Tripura","220","1","3.4","2.1","-0.1","45","0.0"
