"","NR","WR","SR","ER","NER"
"Schedule(MU)","113.5","-103.9","32.7","-55.0","9.1"
"Actual(MU)","118.9","-116.0","33.5","-51.5","12.3"
"O/D/U/D(MU)","5.4","-12.1","0.8","3.5","3.2"
