"","NR","WR","SR","ER","NER"
"Schedule(MU)","137.2","-101.1","39.6","-83.7","4.8"
"Actual(MU)","114.0","-89.4","40.3","-71.2","8.6"
"O/D/U/D(MU)","-23.2","11.7","0.7","12.5","3.8"
