"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.8","-104.6","57.7","-40.4","1.9"
"Actual(MU)","99.8","-117.0","63.6","-44.9","2.8"
"O/D/U/D(MU)","6.1","-12.4","5.9","-4.5","0.9"
