"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39042","40303","30723","15096","2098","127262"
"Peak Shortage (MW)","1310","83","2952","560","131","5036"
"Energy Met (MU)","807","975","724","290","37","2833"
"Hydro Gen(MU)","107","36","96","13","8","260"
"Wind Gen(MU)","1","9","24","----------","----------","34"
