"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","159.1","-133.0","48.8","-76.5","2.6","1.0"
"Actual(MU)","151.7","-138.1","59.2","-72.1","1.9","2.5"
"O/D/U/D(MU)","-7.4","-5.2","10.4","4.4","-0.7","1.5"
