"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.2","-60.6","33.9","-67.8","1.8"
"Actual(MU)","98.1","-60.9","32.4","-74.4","3.2"
"O/D/U/D(MU)","4.9","-0.3","-1.5","-6.6","1.4"
