"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8220","0","185.7","92.2","0.2","153","0.0"
"","Haryana","7211","175","146.2","100.4","3.0","452","1.7"
"","Rajasthan","8909","183","192.2","77.8","4.9","473","7.8"
"","Delhi","4809","0","100.7","80.3","-0.1","167","0.0"
"","UP","16289","0","353.4","148.9","1.3","330","0.1"
"","Uttarakhand","1913","0","39.4","9.9","0.1","143","0.0"
"","HP","1389","0","25.9","3.8","1.4","162","1.0"
"","J&K","2112","528","42.7","26.7","2.4","277","10.1"
"","Chandigarh","240","0","4.9","4.9","0.0","44","0.0"
"WR","Chhattisgarh","3741","0","87.3","28.1","-0.7","260","0.3"
"","Gujarat","15892","0","349.2","69.1","1.1","726","0.0"
"","MP","8186","0","182.0","106.8","4.5","532","0.0"
"","Maharashtra","18410","780","415.3","125.1","1.5","451","7.5"
"","Goa","399","0","8.9","8.9","-0.3","51","0.0"
"","DD","325","0","7.4","6.4","1.0","56","0.0"
"","DNH","771","0","17.6","16.9","0.7","65","0.0"
"","Essar steel","98","0","5.6","6.3","-0.6","133","0.0"
"SR","Andhra Pradesh","6972","0","148.2","54.8","2.1","811","0.0"
"","Telangana","8097","0","168.7","63.2","-1.5","319","0.0"
"","Karnataka","6480","0","136.2","45.4","1.5","393","0.0"
"","Kerala","3321","0","65.6","37.2","1.4","170","0.0"
"","Tamil Nadu","12753","0","273.5","106.6","2.1","599","0.0"
"","Pondy","333","0","7.0","7.3","-0.3","22","0.0"
"ER","Bihar","4581","0","98.4","84.6","-0.5","300","0.0"
"","DVC","2828","0","64.4","-19.5","1.3","200","0.0"
"","Jharkhand","1124","0","24.1","16.1","0.2","100","0.0"
"","Odisha","4170","0","85.0","39.6","-0.8","100","0.0"
"","West Bengal","7109","0","126.8","29.3","-2.8","50","0.0"
"","Sikkim","83","0","1.2","1.2","-0.1","0","0.0"
"NER","Arunachal Pradesh","120","2","2.2","2.5","-0.3","3","0.1"
"","Assam","1522","94","29.6","24.4","0.0","164","0.9"
"","Manipur","140","1","2.3","2.3","-0.1","38","0.1"
"","Meghalaya","255","0","5.3","-1.1","0.5","69","0.0"
"","Mizoram","76","0","1.2","1.3","-0.1","12","0.1"
"","Nagaland","104","2","2.0","1.9","0.0","25","0.0"
"","Tripura","240","4","4.6","4.4","-0.9","85","0.1"
