"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.2","-85.9","48.5","-71.4","6.6"
"Actual(MU)","102.9","-101.3","52.7","-61.7","9.6"
"O/D/U/D(MU)","-2.3","-15.4","4.2","9.7","3.0"
