"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.95","29.29","32.25","62.66","5.09"
"SR GRID","0.00","0.00","3.00","29.30","32.20","62.70","5.10"
