"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41851","40180","33583","16906","2132","134652"
"Peak Shortage (MW)","2743","234","300","0","177","3454"
"Energy Met (MU)","976","921","773","339","38","3048"
"Hydro Gen(MU)","336","22","63","76","18","515"
"Wind Gen(MU)","8","78","99","----------","----------","185"
