"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","3.00","14.64","22.16","39.80","47.56","12.64"
"SR GRID","0.00","3.00","14.64","22.16","39.80","47.56","B. Frequency Profile (%)12.64"
