"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39515","32360","29034","15026","1868","117803"
"Peak Shortage (MW)","2590","256","2206","623","215","5890"
"Energy Met (MU)","944","716","685","312","33","2690"
"Hydro Gen(MU)","280","60","63","69","18","490"
"Wind Gen(MU)","26","53","90","----------","----------","168"
