"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","542","1092","434","385","9","2461"
"Hydro","350","43","208","117","24","742"
"Nuclear","27","27","24","0","0","79"
"Gas, Naptha & Diesel","22","33","23","0","16","94"
"RES (Wind, Solar, Biomass & Others)","86","116","228","1","0","430"
"Total","1026","1310","917","503","49","3805"
