"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.55","16.05","18.84","67.35","13.81"
"SR GRID","0.00","0.00","2.55","16.05","18.84","67.35","B. Frequency Profile (%)13.81"
