"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6042","425","133.0","92.6","-2.9","117"
"","Haryana","6137","0","127.4","82.8","-0.2","491"
"","Rajasthan","8740","0","185.5","66.2","0.1","235"
"","Delhi","4929","0","102.3","75.9","-1.2","321"
"","UP","11902","3270","284.0","131.8","1.3","333"
"","Uttarakhand","1725","75","36.3","20.5","-1.0","75"
"","HP","1202","0","25.5","4.4","0.3","101"
"","J&K","1800","360","34.8","21.3","-0.4","294"
"","Chandigarh","281","0","5.6","5.4","0.3","35"
"WR","Chhattisgarh","3554","96","78.0","28.5","-1.2","164"
"","Gujarat","13237","0","293.8","64.8","0.1","233"
"","MP","7373","0","154.4","93.6","-1.7","356"
"","Maharashtra","19803","152","425.6","119.1","5.3","635"
"","Goa","428","0","9.0","7.9","0.8","65"
"","DD","286","0","6.1","6.7","-0.5","39"
"","DNH","712","0","15.1","15.6","-0.5","89"
"","Essar steel","398","0","8.5","8.8","-0.3","78"
"SR","Andhra Pradesh","6444","0","146.8","41.2","1.6","670"
"","Telangana","5478","0","126.3","73.7","0.9","263"
"","Karnataka","8283","400","174.6","27.4","2.0","358"
"","Kerala","3098","125","57.2","29.9","0.5","203"
"","Tamil Nadu","11817","200","264.8","84.2","2.5","543"
"","Pondy","328","0","6.9","6.9","0.0","41"
"ER","Bihar","2754","300","51.1","54.1","-5.6","245"
"","DVC","2673","0","60.0","-23.1","-0.6","298"
"","Jharkhand","1018","0","21.6","13.4","-0.4","105"
"","Odisha","3170","0","72.0","19.5","1.7","305"
"","West Bengal","7397","0","155.3","47.6","3.0","412"
"","Sikkim","94","0","2.0","1.7","0.3","15"
"NER","Arunachal Pradesh","98","6","1.1","1.2","-0.2","50"
"","Assam","1230","131","24.8","14.9","4.5","195"
"","Manipur","129","7","2.1","2.1","0.1","56"
"","Meghalaya","276","0","5.1","3.3","-0.2","50"
"","Mizoram","76","3","1.2","1.0","0.2","23"
"","Nagaland","101","6","1.9","1.5","0.3","25"
"","Tripura","219","0","3.0","0.8","0.4","120"
