"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.02","1.61","14.94","16.57","66.84","16.59"
"SR GRID","0.00","0.02","1.61","14.94","16.57","66.84","B. Frequency Profile (%)16.59"
