"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8081","0","172.5","67.1","-0.3","115","0.0"
"","Haryana","7663","125","158.2","90.8","1.8","302","0.2"
"","Rajasthan","9044","197","204.8","80.8","2.9","307","19.2"
"","Delhi","4611","0","98.6","70.1","-0.2","144","0.1"
"","UP","15834","0","352.8","141.5","1.1","679","15.9"
"","Uttarakhand","1917","150","39.0","13.5","0.3","97","0.0"
"","HP","1320","0","25.6","8.8","1.0","139","0.0"
"","J&K","2071","518","41.2","28.6","0.2","248","9.8"
"","Chandigarh","227","0","4.6","4.7","-0.1","25","0.0"
"WR","Chhattisgarh","3716","0","84.6","30.7","-0.7","200","0.0"
"","Gujarat","16818","29","366.4","97.6","4.3","628","0.0"
"","MP","8690","0","191.4","120.9","-0.4","548","0.0"
"","Maharashtra","18856","2519","420.0","143.4","1.0","821","30.1"
"","Goa","415","0","9.0","8.9","-0.2","62","0.0"
"","DD","337","0","7.6","6.9","0.7","67","0.0"
"","DNH","770","0","17.8","17.2","0.6","58","0.0"
"","Essar steel","308","0","5.9","6.0","-0.2","156","0.0"
"SR","Andhra Pradesh","6677","0","137.2","38.5","-0.6","346","0.0"
"","Telangana","7049","0","158.4","68.4","-0.7","259","0.0"
"","Karnataka","7054","0","141.4","43.6","0.9","372","0.0"
"","Kerala","3490","0","68.9","41.7","1.2","264","0.0"
"","Tamil Nadu","12862","0","278.1","140.8","-1.1","462","0.0"
"","Pondy","322","0","6.8","7.1","-0.3","31","0.0"
"ER","Bihar","4698","0","89.9","81.1","2.0","175","0.0"
"","DVC","2631","0","61.3","-16.9","3.0","300","0.7"
"","Jharkhand","1118","0","23.4","15.6","0.7","85","0.2"
"","Odisha","4350","0","80.0","28.4","0.1","225","0.6"
"","West Bengal","7868","0","143.7","48.4","0.5","250","0.0"
"","Sikkim","100","0","1.2","1.0","0.2","12","0.0"
"NER","Arunachal Pradesh","110","2","2.4","2.5","-0.1","13","0.0"
"","Assam","1692","95","31.1","21.9","4.0","167","0.8"
"","Manipur","161","1","2.1","2.2","-0.1","23","0.1"
"","Meghalaya","278","0","5.1","-1.9","0.2","12","0.0"
"","Mizoram","91","1","1.3","1.4","-0.1","9","0.0"
"","Nagaland","109","3","1.8","1.7","-0.1","18","0.0"
"","Tripura","243","0","4.2","4.2","0.0","43","0.1"
