"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.5","-104.6","37.8","-52.6","9.2"
"Actual(MU)","115.1","-120.9","40.8","-49.7","13.1"
"O/D/U/D(MU)","5.6","-16.3","3.0","2.9","3.9"
