"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.060","0.00","2.16","11.01","13.17","72.25","14.58"
"SR GRID","0.060","0.00","2.16","11.01","13.17","72.25","14.58"
