"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.30","5.52","18.95","24.77","67.13","8.10"
"SR GRID","0.00","0.30","5.52","18.95","24.77","67.13","8.10"
