"","NR","WR","SR","ER","NER"
"Schedule(MU)","131.1","-111.4","48.4","-76.2","8.3"
"Actual(MU)","126.1","-119.3","57.2","-77.9","9.8"
"O/D/U/D(MU)","-5.0","-7.9","8.8","-1.8","1.5"
