"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.5","-104.3","60.2","-50.5","3.7"
"Actual(MU)","102.6","-121.3","65.6","-48.1","4.2"
"O/D/U/D(MU)","8.1","-17.0","5.4","2.4","0.5"
