"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7377","0","151.2","81.9","-3.0","206"
"","Haryana","6880","0","140.8","102.7","-2.3","156"
"","Rajasthan","8702","0","195.3","51.7","-1.1","302"
"","Delhi","5047","0","104.4","88.0","-0.3","201"
"","UP","14214","0","310.7","137.5","-0.9","555"
"","Uttarakhand","1775","0","21.7","22.1","-2.0","50"
"","HP","1228","0","24.1","6.6","-0.6","81"
"","J&K","1934","484","43.1","20.1","3.6","476"
"","Chandigarh","312","0","5.8","5.8","0.3","30"
"WR","Chhattisgarh","3275","0","74.7","21.2","-1.0","296"
"","Gujarat","14021","29","313.1","77.0","-0.9","397"
"","MP","7090","0","150.7","93.9","-0.1","590"
"","Maharashtra","18922","0","417.5","129.8","-1.2","616"
"","Goa","472","0","10.3","8.7","1.3","137"
"","DD","303","0","6.8","6.5","0.3","59"
"","DNH","735","0","16.9","17.3","-0.4","21"
"","Essar steel","566","0","11.5","9.8","1.7","243"
"SR","Andhra Pradesh","6736","0","150.7","18.9","6.7","758"
"","Telangana","5630","0","111.7","66.6","-1.1","386"
"","Karnataka","8657","600","193.8","61.1","0.5","306"
"","Kerala","3042","0","69.1","55.9","1.7","228"
"","Tamil Nadu","14172","0","321.6","158.2","2.4","636"
"","Pondy","362","0","7.9","7.9","0.0","16"
"ER","Bihar","3273","200","68.2","63.9","-0.1","220"
"","DVC","2729","0","57.9","-31.7","-4.6","120"
"","Jharkhand","1012","0","21.2","14.6","-0.2","105"
"","Odisha","3500","0","77.7","27.3","2.0","250"
"","West Bengal","7802","0","157.9","46.4","2.5","280"
"","Sikkim","73","0","1.1","1.1","0.1","21"
"NER","Arunachal Pradesh","90","0","1.1","1.8","-0.7","31"
"","Assam","1366","112","22.9","18.6","0.5","241"
"","Manipur","126","7","2.0","1.9","0.2","27"
"","Meghalaya","251","0","4.5","2.4","0.3","66"
"","Mizoram","84","1","1.4","1.0","0.4","28"
"","Nagaland","103","1","2.1","1.9","0.2","14"
"","Tripura","230","12","3.5","3.1","0.5","99"
