"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.9","-113.7","55.5","-54.3","0.7"
"Actual(MU)","101.6","-104.1","62.1","-59.3","0.5"
"O/D/U/D(MU)","-7.3","9.6","6.6","-5.0","-0.2"
