"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","176.9","-248.1","146.5","-88.7","13.3","-0.2"
"Actual(MU)","155.4","-256.5","166.2","-90.0","16.1","-8.9"
"O/D/U/D(MU)","-21.6","-8.4","19.7","-1.3","2.8","-8.7"
