"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35956","38103","30991","14635","1916","121601"
"Peak Shortage (MW)","1875","759","730","400","216","3980"
"Energy Met (MU)","843","912","731","314","34","2834"
"Hydro Gen(MU)","257","28","50","60","7","402"
"Wind Gen(MU)","19","40","76","----------","----------","135"
