"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40469","40242","32256","14690","2145","129802"
"Peak Shortage (MW)","2277","272","1642","609","118","4918"
"Energy Met (MU)","847","917","738","294","38","2833"
"Hydro Gen(MU)","95","42","80","16","6","239"
"Wind Gen(MU)","10","22","8","----------","----------","39"
