"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.60","7.00","20.90","29.50","54.90","15.60"
"SR GRID","0.00","1.60","7.00","20.90","29.50","54.90","B. Frequency Profile (%)15.60"
