"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.4","1.1","0.4","92.6","7.0"
"SR GRID","0","0.0","9.0","32.6","9.0","89.0","1.9"
