"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.9","-76.9","40.3","-72.6","9.4"
"Actual(MU)","115.1","-99.0","42.5","-66.9","6.7"
"O/D/U/D(MU)","15.2","-22.1","2.2","5.7","-2.7"
