"","NR","WR","SR","ER","NER","All India"
"Coal","589","1167","473","437","9","2675"
"Lignite","22","19","60","0","0","101"
"Hydro","113","25","75","29","7","248"
"Nuclear","24","31","32","0","0","87"
"Gas, Naptha & Diesel","27","43","18","0","30","117"
"RES (Wind, Solar, Biomass & Others)","52","45","149","1","0","247"
"Total","827","1329","807","467","46","3475"
