"","NR","WR","SR","ER","NER","All India"
"Coal","469","1280","563","465","12","2789"
"Lignite","26","9","52","0","0","88"
"Hydro","138","42","102","28","5","315"
"Nuclear","19","37","45","0","0","100"
"Gas, Naptha & Diesel","31","62","17","0","15","126"
"RES (Wind, Solar, Biomass & Others)","65","67","169","1","0","302"
"Total","749","1497","948","494","32","3719"
