"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","44937","42784","36329","19212","2571","145833"
"Peak Shortage (MW)","452","0","0","0","28","480"
"Energy Met (MU)","976","984","834","404","48","3247"
"Hydro Gen (MU)","206","95","95","118","24","539"
"Wind Gen (MU)","13","9","11","----------","----------","33"
"Solar Gen (MU)*","26.22","20.8","66.36","2.03","0.04","115"
"Energy Shortage (MU)","9.3","0.0","0.0","0.0","0.3","9.6"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","45578","43129","36582","19252","2655","146157"
"","19:16","19:01","18:36","00:04","18:37","19:06"
