"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5008","0","107.5","76.2","0.1","73"
"","Haryana","5356","0","113.3","86.1","0.0","297"
"","Rajasthan","7358","0","163.0","38.0","0.2","296"
"","Delhi","4061","7","82.0","63.6","1.2","208"
"","UP","11283","1900","248.7","111.9","0.1","529"
"","Uttarakhand","1532","75","31.5","19.2","0.3","142"
"","HP","1093","0","23.2","7.0","0.9","136"
"","J&K","1561","100","29.8","15.3","0.7","189"
"","Chandigarh","207","0","4.2","4.5","-0.3","25"
"WR","Chhattisgarh","2945","58","68.4","20.6","0.9","263"
"","Gujarat","11944","22","265.1","40.3","-1.4","294"
"","MP","6780","21","146.7","74.0","-0.8","289"
"","Maharashtra","17361","234","391.8","126.2","-1.0","309"
"","Goa","450","1","8.8","9.1","-0.6","22"
"","DD","281","1","6.2","6.3","-0.1","13"
"","DNH","645","2","14.8","15.2","-0.3","11"
"","Essar steel","362","1","6.0","9.2","-3.2","11"
"SR","Andhra Pradesh","10505","400","246.9","83.9","2.7","513"
"","Karnataka","7594","300","165.4","29.5","0.7","350"
"","Kerala","3263","75","60.8","39.7","1.1","203"
"","Tamil Nadu","11581","694","263.6","90.1","0.9","289"
"","Pondy","302","0","5.9","6.4","-0.5","35"
"ER","Bihar","2327","500","45.7","43.3","0.1","150"
"","DVC","2399","0","53.2","-15.7","-1.0","90"
"","Jharkhand","826","0","20.4","9.0","-0.5","40"
"","Odisha","3531","0","79.4","21.0","-1.5","240"
"","West Bengal","6920","17","145.0","36.2","3.0","380"
"","Sikkim","78","0","1.2","1.0","0.1","20"
"NER","Arunachal Pradesh","95","10","1.5","1.1","0.4","48"
"","Assam","1080","238","18.8","11.7","2.4","193"
"","Manipur","105","6","1.5","1.1","0.4","37"
"","Meghalaya","256","7","4.2","0.9","0.0","56"
"","Mizoram","70","5","1.0","0.9","-0.1","24"
"","Nagaland","99","5","1.5","1.3","0.1","40"
"","Tripura","215","35","2.9","0.6","0.0","89"
