"Share of RES in total generation (%)","7.23","2.67","17.72","0.39","0.04","6.79"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.15","8.11","35.33","8.97","21.75","18.98"
