"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5879","0","122.4","32.1","0.1","125","0.0"
"","Haryana","6509","0","134.7","95.2","0.9","167","0.0"
"","Rajasthan","11026","0","219.3","34.8","1.4","440","0.0"
"","Delhi","3761","0","73.8","55.1","0.1","177","0.0"
"","UP","13726","0","293.0","115.7","0.1","185","0.0"
"","Uttarakhand","1801","0","35.9","14.8","1.3","165","0.0"
"","HP","1455","0","27.9","14.6","1.7","284","0.1"
"","J&K","2130","532","39.0","35.8","-4.8","232","9.3"
"","Chandigarh","175","0","3.3","2.8","0.5","59","0.0"
"WR","Chhattisgarh","4157","0","93.3","27.3","-1.0","174","0.0"
"","Gujarat","16150","0","363.6","103.7","7.2","437","0.0"
"","MP","11864","0","257.4","144.6","1.3","632","0.0"
"","Maharashtra","23704","0","509.2","201.2","-2.9","528","2.3"
"","Goa","470","0","9.3","10.1","-1.2","84","0.0"
"","DD","326","0","7.3","6.5","0.8","116","0.0"
"","DNH","734","0","17.0","16.4","0.5","68","0.0"
"","Essar steel","388","0","7.4","7.2","0.2","244","0.0"
"SR","Andhra Pradesh","9114","0","194.3","68.4","2.6","833","0.0"
"","Telangana","9683","0","216.0","113.4","0.2","721","0.0"
"","Karnataka","9924","0","204.0","49.3","2.3","588","0.0"
"","Kerala","3659","0","69.9","41.8","0.8","340","0.0"
"","Tamil Nadu","14540","0","300.4","150.4","2.3","490","0.0"
"","Pondy","345","0","7.0","7.3","-0.3","20","0.0"
"ER","Bihar","4416","0","79.7","78.4","-1.2","0","0.0"
"","DVC","2702","171","59.2","-20.7","5.7","350","0.5"
"","Jharkhand","1124","166","22.5","14.1","1.4","200","-0.5"
"","Odisha","4883","250","110.8","37.7","1.3","350","-0.8"
"","West Bengal","7413","0","144.1","42.8","4.3","500","0.0"
"","Sikkim","100","0","1.4","1.1","0.3","30","0.0"
"NER","Arunachal Pradesh","108","4","2.2","1.8","0.4","19","0.0"
"","Assam","1572","25","25.5","19.7","1.1","199","0.6"
"","Manipur","184","2","2.2","2.3","-0.1","70","0.0"
"","Meghalaya","292","0","5.3","2.1","0.1","52","0.0"
"","Mizoram","81","1","1.6","0.8","0.2","14","0.0"
"","Nagaland","116","2","2.3","1.8","0.2","24","0.0"
"","Tripura","246","0","4.0","2.4","0.5","59","0.2"
