"","NR","WR","SR","ER","NER","All India"
"Coal","274","809","381","377","10","1851"
"Lignite","12","12","51","0","0","75"
"Hydro","140","46","80","49","4","319"
"Nuclear","23","35","52","0","0","111"
"Gas, Naptha & Diesel","22","86","19","0","27","154"
"RES (Wind, Solar, Biomass & Others)","90","87","129","5","0","311"
"Total","561","1076","712","430","41","2821"
