"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.05","8.16","8.21","76.63","15.16"
"SR GRID","0.00","0.00","0.05","8.16","8.21","76.63","15.16"
