"Share of RES in total generation (%)","6.97","3.22","16.33","0.37","0.05","6.73"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.92","14.08","37.14","26.20","37.62","27.27"
