"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7358","0","157.5","92.5","0.0","102"
"","Haryana","5646","334","121.6","67.4","2.0","312"
"","Rajasthan","6632","0","132.3","69.4","-7.4","138"
"","Delhi","4136","0","86.3","65.3","-1.3","308"
"","UP","10984","2485","227.8","101.8","-0.6","426"
"","Uttarakhand","1535","70","31.8","14.8","1.1","148"
"","HP","1176","0","23.6","6.6","0.8","250"
"","J&K","1479","100","29.4","17.3","-1.3","98"
"","Chandigarh","238","0","4.9","4.8","0.1","33"
"WR","Chhattisgarh","2632","22","60.4","6.4","-1.9","313"
"","Gujarat","9415","33","201.4","28.2","0.9","726"
"","MP","6508","0","133.3","69.4","-1.4","349"
"","Maharashtra","15248","507","336.6","104.2","7.2","937"
"","Goa","368","0","7.4","6.7","0.3","85"
"","DD","219","0","5.7","6.0","-0.3","40"
"","DNH","607","0","14.3","14.7","-0.4","33"
"","Essar steel","322","0","6.5","6.3","0.1","51"
"SR","Andhra Pradesh","11914","500","266.3","96.2","-0.1","355"
"","Karnataka","7745","300","158.4","20.4","0.0","156"
"","Kerala","3060","150","57.1","16.5","0.4","387"
"","Tamil Nadu","12118","309","270.0","80.7","1.5","322"
"","Pondy","319","0","6.5","6.6","0.0","35"
"ER","Bihar","2222","0","41.5","41.8","-0.3","375"
"","DVC","2383","0","54.1","-25.4","1.5","220"
"","Jharkhand","984","0","18.8","13.9","-1.7","50"
"","Odisha","3575","0","68.0","19.6","-2.2","110"
"","West Bengal","6367","29","117.3","28.5","6.5","500"
"","Sikkim","91","0","1.1","1.0","0.1","21"
"NER","Arunachal Pradesh","92","2","1.3","1.3","0.0","42"
"","Assam","1202","92","21.1","12.0","3.0","266"
"","Manipur","92","1","1.5","1.9","-0.4","27"
"","Meghalaya","245","4","4.1","1.8","-0.9","35"
"","Mizoram","55","5","1.1","1.1","-0.2","14"
"","Nagaland","98","2","1.4","1.2","0.0","26"
"","Tripura","183","42","3.2","1.0","0.2","61"
