"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.9","3.8","0.9","94.0","5.1"
"SR GRID","0.0","0.5","2.7","5.7","3.2","94.0","2.8"
