"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.50","4.49","20.54","25.52","51.90","22.58"
"SR GRID","0.00","0.50","4.49","20.54","25.52","51.90","22.58"
