"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.4","-98.0","46.3","-77.9","5.7"
"Actual(MU)","140.5","-106.6","46.9","-84.3","5.0"
"O/D/U/D(MU)","14.1","-8.6","0.6","-6.4","-0.6"
