"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38883","42932","35151","16946","2212","136124"
"Peak Shortage (MW)","492","43","0","0","66","601"
"Energy Met (MU)","862","1052","878","332","37","3162"
"Hydro Gen(MU)","127","42","43","26","4","242"
"Wind Gen(MU)","6","18","22","----------","----------","46"
"Solar Gen (MU)*","0.37","12.33","19.40","0.05","0.02","32"
