"","NR","WR","SR","ER","NER"
"Schedule(MU)","146.2","-119.4","42.8","-84.7","9.1"
"Actual(MU)","142.7","-126.3","46.3","-78.0","12.1"
"O/D/U/D(MU)","-3.5","-6.8","3.5","6.8","3.0"
