"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.0","-82.2","33.7","-60.4","5.1"
"Actual(MU)","99.7","-98.2","41.4","-51.3","7.4"
"O/D/U/D(MU)","-4.3","-16.0","7.7","9.1","2.3"
