"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5639","0","112.0","24.9","-0.7","61","0.0"
"","Haryana","5910","0","119.1","64.0","0.6","285","0.0"
"","Rajasthan","12660","0","229.1","60.6","0.6","335","0.0"
"","Delhi","3901","0","63.3","49.2","0.1","226","0.0"
"","UP","13541","0","280.1","106.2","0.5","265","0.0"
"","Uttarakhand","1927","0","35.8","23.1","-0.6","119","0.0"
"","HP","1511","0","27.9","21.3","0.7","166","0.0"
"","J&K","2312","578","47.4","43.1","-1.6","260","11.1"
"","Chandigarh","202","0","3.2","3.0","0.2","48","0.0"
"WR","Chhattisgarh","3368","0","72.8","20.0","0.3","233","0.0"
"","Gujarat","14869","0","316.0","89.4","2.5","764","0.0"
"","MP","13559","0","254.6","146.5","-1.3","520","0.0"
"","Maharashtra","19600","0","390.7","108.2","0.4","456","0.0"
"","Goa","452","0","9.9","8.8","0.5","80","0.0"
"","DD","299","0","6.8","6.2","0.6","47","0.0"
"","DNH","741","0","17.4","16.6","0.8","114","0.0"
"","Essar steel","573","0","12.0","12.5","-0.5","256","0.0"
"SR","Andhra Pradesh","7415","0","159.3","55.1","0.4","444","0.0"
"","Telangana","8195","0","174.0","93.1","1.3","519","0.0"
"","Karnataka","10284","0","190.2","65.9","-0.3","512","0.0"
"","Kerala","3318","0","65.9","52.4","1.1","216","0.0"
"","Tamil Nadu","12334","0","259.5","133.5","-0.5","539","0.0"
"","Pondy","310","0","6.4","6.8","-0.4","36","0.0"
"ER","Bihar","4019","0","70.8","68.4","-2.2","460","0.0"
"","DVC","2920","0","63.3","-22.6","0.8","396","0.0"
"","Jharkhand","1178","0","23.6","16.5","0.4","169","0.0"
"","Odisha","3736","0","67.9","23.6","1.2","267","0.0"
"","West Bengal","5769","0","105.2","17.9","0.5","309","0.0"
"","Sikkim","87","0","1.3","1.8","-0.5","18","0.0"
"NER","Arunachal Pradesh","103","4","2.0","1.7","0.3","89","0.0"
"","Assam","1332","25","22.3","15.9","1.9","118","0.2"
"","Manipur","166","6","2.4","3.0","-0.6","7","0.0"
"","Meghalaya","309","7","6.3","5.9","-0.1","26","0.0"
"","Mizoram","86","5","1.5","1.0","0.2","19","0.0"
"","Nagaland","108","8","2.2","1.9","0.2","32","0.0"
"","Tripura","216","13","3.2","1.1","0.4","103","0.0"
