"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","213.2","-208.6","72.1","-74.4","-3.1","-0.7"
"Actual(MU)","211.6","-217.4","66.2","-66.6","-1.5","-7.7"
"O/D/U/D(MU)","-1.6","-8.9","-5.9","7.8","1.6","-7.0"
