"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","171.4","-218.9","129.9","-85.8","3.8","0.4"
"Actual(MU)","165.8","-224.3","129.0","-83.1","5.3","-7.3"
"O/D/U/D(MU)","-5.6","-5.4","-0.9","2.8","1.5","-7.7"
