"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","305.6","-246.0","-12.4","-46.3","-1.1","-0.1"
"Actual(MU)","301.7","-236.2","-33.6","-34.3","-2.4","-4.7"
"O/D/U/D(MU)","-3.9","9.8","-21.2","12.0","-1.3","-4.5"
