"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4946","0","100.6","50.9","-0.8","322","0.0"
"","Haryana","5775","0","106.1","46.4","0.1","375","0.0"
"","Rajasthan","8266","0","176.4","57.3","-0.6","693","0.0"
"","Delhi","3888","0","80.9","63.1","-2.0","48","0.0"
"","UP","13049","0","253.6","81.3","-1.2","558","0.0"
"","Uttarakhand","1577","0","30.8","16.9","0.1","162","0.0"
"","HP","1255","0","24.1","16.0","-0.3","98","0.0"
"","J&K","2022","490","37.9","31.6","-3.5","187","9.9"
"","Chandigarh","183","0","3.7","4.1","-0.4","4","0.0"
"WR","Chhattisgarh","3711","0","88.7","15.9","1.4","392","0.0"
"","Gujarat","15406","0","347.6","174.8","4.9","414","0.0"
"","MP","7736","0","174.7","78.1","-3.5","385","0.0"
"","Maharashtra","22423","0","469.3","155.1","-3.2","299","0.0"
"","Goa","532","0","11.1","10.6","-0.1","50","0.0"
"","DD","328","0","7.5","6.6","0.8","59","0.0"
"","DNH","768","0","18.0","17.2","0.9","68","0.0"
"","Essar steel","275","0","5.2","5.4","-0.3","159","0.0"
"SR","Andhra Pradesh","8407","0","182.5","72.7","1.1","441","0.0"
"","Telangana","8136","0","179.4","76.5","-1.1","539","0.0"
"","Karnataka","10114","0","228.8","93.1","0.1","501","0.0"
"","Kerala","3860","0","77.8","57.2","1.1","190","0.0"
"","Tamil Nadu","15202","0","339.3","183.1","2.3","642","0.0"
"","Pondy","375","0","7.8","8.2","-0.4","29","0.0"
"ER","Bihar","3917","0","74.2","72.1","-0.7","150","0.0"
"","DVC","3008","0","65.9","-54.0","-1.7","500","0.0"
"","Jharkhand","986","0","21.7","13.1","-1.0","50","0.0"
"","Odisha","4160","0","77.7","25.5","-0.3","200","0.0"
"","West Bengal","7711","0","147.5","30.2","0.9","300","0.0"
"","Sikkim","99","0","1.6","1.6","0.1","20","0.0"
"NER","Arunachal Pradesh","114","4","2.1","1.6","0.5","52","0.0"
"","Assam","1353","143","22.7","18.4","0.9","161","1.6"
"","Manipur","142","14","2.1","2.5","-0.3","21","0.0"
"","Meghalaya","271","2","4.7","2.6","-0.1","41","0.0"
"","Mizoram","85","3","1.4","1.3","0.1","9","0.0"
"","Nagaland","118","6","2.1","2.0","0.0","46","0.0"
"","Tripura","243","9","3.7","3.4","0.2","33","0.0"
