"","NR","WR","SR","ER","NER","All India"
"Coal","419","1118","400","418","12","2367"
"Lignite","23","15","46","0","0","83"
"Hydro","133","56","85","41","8","324"
"Nuclear","25","28","57","0","0","110"
"Gas, Naptha & Diesel","24","49","15","0","25","113"
"RES (Wind, Solar, Biomass & Others)","75","81","166","2","0","324"
"Total","699","1347","769","461","46","3322"
