"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","1.9","0.8","89.9","9.3"
"SR GRID","0.0","0.1","2.2","6.9","2.2","89.8","8.0"
