"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6790","0","146.4","98.7","0.0","182"
"","Haryana","5957","0","132.8","74.7","0.6","244"
"","Rajasthan","7706","0","176.3","57.6","-3.5","100"
"","Delhi","4981","0","104.5","79.2","-4.7","119"
"","UP","12029","980","268.6","123.1","-3.4","259"
"","Uttarakhand","1610","75","35.0","21.0","1.3","165"
"","HP","1146","0","24.5","4.1","0.5","111"
"","J&K","1520","100","30.1","20.3","-3.3","124"
"","Chandigarh","305","0","5.8","5.7","0.1","35"
"WR","Chhattisgarh","2790","17","63.7","15.8","-3.9","191"
"","Gujarat","11545","19","259.5","57.7","3.3","789"
"","MP","6951","0","142.6","76.7","-2.2","194"
"","Maharashtra","16816","60","370.2","110.0","6.8","784"
"","Goa","328","0","6.8","7.4","-1.1","18"
"","DD","256","0","5.8","5.1","0.7","22"
"","DNH","587","0","13.1","13.5","-0.4","56"
"SR","Andhra Pradesh","10492","1750","235.4","82.7","1.2","234"
"","Karnataka","6861","400","141.9","27.0","0.8","386"
"","Kerala","2679","450","53.8","39.9","2.2","272"
"","Tamil Nadu","11452","1891","246.2","58.2","1.2","457"
"","Pondy","314","0","6.8","7.4","-0.6","47"
"ER","Bihar","1768","50","39.7","41.1","-1.4","110"
"","DVC","2470","0","57.2","-25.4","-2.5","280"
"","Jharkhand","896","0","18.2","12.3","0.8","200"
"","Odisha","3218","0","68.0","14.7","3.0","350"
"","West Bengal","5895","0","111.0","31.8","-1.7","644"
"","Sikkim","103","0","1.3","1.3","0.0","24"
"NER","Arunachal Pradesh","92","8","1.3","1.8","-0.4","26"
"","Assam","1075","126","20.7","14.3","1.7","152"
"","Manipur","109","3","1.5","2.0","-0.5","30"
"","Meghalaya","279","11","3.9","1.8","-0.3","75"
"","Mizoram","48","4","1.1","1.1","-0.1","3"
"","Nagaland","88","14","1.5","1.4","-0.2","18"
"","Tripura","192","16","2.6","1.7","-0.7","17"
