"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37987","38036","33849","14379","2111","126362"
"Peak Shortage (MW)","2223","406","1575","0","152","4356"
"Energy Met (MU)","808","873","790","301","37","2809"
"Hydro Gen(MU)","85","51","75","15","5","232"
"Wind Gen(MU)","2","23","14","----------","----------","40"
