"","NR","WR","SR","ER","NER","All India"
"Coal","454","1200","452","437","12","2556"
"Lignite","22","16","47","0","0","85"
"Hydro","124","45","76","37","8","290"
"Nuclear","29","28","44","0","0","102"
"Gas, Naptha & Diesel","31","33","17","0","22","103"
"RES (Wind, Solar, Biomass & Others)","78","68","166","2","0","313"
"Total","739","1389","802","476","43","3448"
